===========================================================================
 BARON version 18.5.8. Built: WIN-64 Tue May 8 15:02:43 EDT 2018 

 BARON is a product of The Optimization Firm, LLC. http://www.minlp.com/

 If you use this software, please cite publications from
 http://www.minlp.com/about-baron, such as: 

 Kilinc, M. and N. V. Sahinidis, Exploiting integrality in the global
 optimization of mixed-integer nonlinear programming problems in BARON,
 Optimization Methods and Software, 33, 540-562, 2018.
===========================================================================
 This BARON run may utilize the following subsolver(s)
 For LP/MIP: ILOG CPLEX                                      
 For NLP: MINOS, GAMS external NLP, IPOPT, FILTERSD, FILTERSQP
===========================================================================
    The options used in solving the problem are as follows:
       maxtime        =  0.1800E+05
       maxiter        =      -1
       numsol         =       1
       firstfeas      =       0
       cutoff         =  0.1000E+52
       epsa           =  0.1000E-08
       epsr           =  0.1000E-01
       deltaterm      =       0
       deltaa         =  0.1000E+52
       deltar         =  0.1000E+01
       deltat         = -0.1000E+03
       boxtol         =  0.1000E-07
       isoltol        =  0.1000E-03
       absconfeastol  =  0.1000E-04
       relconfeastol  =  0.0000E+00
       absintfeastol  =  0.1000E-04
       relintfeastol  =  0.0000E+00
       results        =       1
       summary        =       1
       times          =       1
       prtimefreq     =  0.3000E+02
       prfreq         = 1000000
       prlevel        =       1
       numprint       =      -1
       numprintdual   =      -1
       lpsol          =       3
       nlpsol         =      -1
       allowminos     =       1
       allowsnopt     =       1
       allowexternal  =       1
       allowipopt     =       1
       allowfiltersd  =       1
       allowfiltersqp =       1
       dolocal        =       1
       numloc         =      -2
       locres         =       0
       pdo            =      -2
       brvarstra      =       0
       brptstra       =       0
       nodesel        =       0
       compiis        =       0
       iisint         =       1
       iisorder       =      -1
       threads        =       1
===========================================================================
 Doing local search
 Solving bounding LP
 Starting multi-start local search
 Preprocessing found feasible solution with value  11.4435143180     
 Preprocessing found feasible solution with value  9.96054001273     
 Done with local search
===========================================================================
  Iteration    Open nodes         Time (s)    Lower bound      Upper bound
     155810         60607         15807.53     8.56055          9.80057    
     156106         60704         15837.55     8.56055          9.80057    
     156379         60757         15867.61     8.56055          9.80057    
     156712         60831         15897.64     8.56055          9.80057    
     156991         60948         15927.62     8.56055          9.80057    
     157309         61044         15957.70     8.56055          9.80057    
     157644         61154         15987.78     8.56055          9.80057    
     157978         61275         16017.76     8.56055          9.80057    
     158272         61372         16047.78     8.56055          9.80057    
     158522         61454         16077.82     8.56055          9.80057    
     158834         61557         16107.90     8.56055          9.80057    
     159133         61659         16137.96     8.56055          9.80057    
     159440         61739         16168.02     8.56055          9.80057    
     159815         61819         16198.07     8.56055          9.80057    
     160135         61965         16228.08     8.56055          9.80057    
     160399+        62081         16259.09     8.56055          9.80057    
     160721         62190         16289.14     8.56055          9.80057    
     161041         62306         16319.16     8.56055          9.80057    
     161355         62453         16349.15     8.56055          9.80057    
     161674         62575         16379.15     8.56055          9.80057    
     161990         62700         16411.12     8.56055          9.80057    
     162326         62789         16441.12     8.56055          9.80057    
     162670+        62879         16471.49     8.56055          9.80057    
     163029         63023         16501.55     8.56055          9.80057    
     163354         63144         16531.58     8.56055          9.80057    
     163741         63268         16561.64     8.56055          9.80057    
     164081         63387         16591.72     8.56055          9.80057    
     164376         63462         16621.94     8.56055          9.80057    
     164755         63563         16655.18     8.56055          9.80057    
     165028         63636         16685.23     8.56055          9.80057    
     165295+        63743         16715.24     8.56055          9.80057    
     165633+        63878         16747.43     8.56055          9.80057    
     165966         63984         16777.49     8.56055          9.80057    
     166278         64078         16807.58     8.56055          9.80057    
     166611         64183         16839.42     8.56055          9.80057    
     166923         64284         16869.42     8.56055          9.80057    
     167214+        64380         16899.42     8.56055          9.80057    
     167547         64475         16929.45     8.56055          9.80057    
     167835         64583         16959.45     8.56055          9.80057    
     168140+        64719         16989.57     8.56055          9.80057    
     168498+        64840         17023.80     8.56055          9.80057    
     168779         64950         17053.84     8.56055          9.80057    
     169058+        65064         17083.89     8.56055          9.80057    
     169452         65183         17113.93     8.56055          9.80057    
     169761         65283         17143.95     8.56055          9.80057    
     170055         65381         17173.96     8.56055          9.80057    
     170387         65490         17203.98     8.56055          9.80057    
     170679         65568         17234.04     8.56055          9.80057    
     171034         65675         17264.05     8.56055          9.80057    
     171331         65781         17295.55     8.56055          9.80057    
     171709+        65912         17325.75     8.56055          9.80057    
     172050         66034         17355.78     8.56055          9.80057    
     172336         66129         17386.44     8.56055          9.80057    
     172593         66258         17416.48     8.56055          9.80057    
     172924         66356         17446.50     8.56055          9.80057    
     173232         66402         17476.88     8.56055          9.80057    
     173560         66498         17506.95     8.56055          9.80057    
     173902         66613         17536.99     8.56055          9.80057    
     174224         66684         17567.04     8.56055          9.80057    
     174500         66789         17601.62     8.56055          9.80057    
     174834         66926         17631.62     8.56055          9.80057    
     175069+        67023         17661.82     8.56055          9.80057    
     175358         67114         17691.86     8.56055          9.80057    
     175686+        67223         17722.74     8.56055          9.80057    
     175956         67301         17752.76     8.56055          9.80057    
     176278         67396         17782.82     8.56055          9.80057    
     176572         67496         17812.85     8.56055          9.80057    
     176894         67591         17842.86     8.56055          9.80057    
     177182         67687         17873.11     8.56055          9.80057    
     177496         67814         17903.17     8.56055          9.80057    
     177747+        67906         17933.63     8.56055          9.80057    
     178022         67997         17963.69     8.56055          9.80057    
     178296         68093         17993.76     8.56055          9.80057    
     178327         68104         18000.00     8.56055          9.80057    

                    *** Max. allowable time exceeded ***      

 Wall clock time:                 18031.00
 Total CPU time used:             18000.00

 Total no. of BaR iterations:  178327
 Best solution found at node:   53710
 Max. no. of nodes in memory:   68104
 
 All done
===========================================================================
